pl_name,hostname,default_flag,disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
EPIC 201779067.01,EPIC 201779067,0,FALSE POSITIVE,Montet et al. 2015,1,0,Transit,2015,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,2727048734000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5990.87,151.33,-140.75,0,2564000,182111,-121357,0,1100000,143926,-138371,0,-5519,74,-74,0,[M/H],3661620,89502,-82592,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h14m10.27s,1685427766,+04d59m17.22s,49881156,49958300000,1346200000,-1278600000,115050000,170000,-170000,98020000,210000,-210000,111348000,11730,-11730,2016-12-21,2016-10,2016-12-21
EPIC 201779067.01,EPIC 201779067,1,FALSE POSITIVE,Montet et al. 2015,1,0,Transit,2015,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2724280800000,7100000,-7400000,0,,,,,9300000000,1900000000,-4800000000,0,830000000,170000000,-430000000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,2540000,120000,-150000,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h14m10.27s,1685427766,+04d59m17.22s,49881156,49958300000,1346200000,-1278600000,115050000,170000,-170000,98020000,210000,-210000,111348000,11730,-11730,2019-09-05,2019-09,2019-09-05
EPIC 201779067.01,EPIC 201779067,0,FALSE POSITIVE,Montet et al. 2015,1,0,Transit,2015,K2,Published Candidate,0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,2724273000000,12000000,-12000000,0,,,,,3173000000,525000000,-525000000,0,283100000,46800000,-46800000,0,,,,,,,,,,,,,,,,,,707.00,34.00,-34.00,0,0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,,6166.00,30.00,-51.00,0,920000,200000,-70000,0,,,,,-5400,700,-1200,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h14m10.27s,1685427766,+04d59m17.22s,49881156,49958300000,1346200000,-1278600000,115050000,170000,-170000,98020000,210000,-210000,111348000,11730,-11730,2015-12-05,2015-08,2015-12-05
EPIC 201779067.01,EPIC 201779067,0,FALSE POSITIVE,Montet et al. 2015,1,0,Transit,2015,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,2724291200000,,,0,,,,,1880000000,,,0,167722366,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,5547.00,,,0,900000,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h14m10.27s,1685427766,+04d59m17.22s,49881156,49958300000,1346200000,-1278600000,115050000,170000,-170000,98020000,210000,-210000,111348000,11730,-11730,2015-12-05,2016-01,2015-12-05
EPIC 201785059.01,EPIC 201785059,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,139533600000,5200000,-5600000,0,,,,,76000000,15000000,-24000000,0,6800000,1300000,-2100000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,280000,53000,-80000,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h22m47.45s,1706976906,+05d05m42.62s,50951726,8796050000,41210000,-40840000,155500000,700000,-700000,108540000,190000,-190000,144385000,5160,-5160,2019-09-05,2019-09,2019-09-05
EPIC 201785059.01,EPIC 201785059,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,139533316000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3433.00,157.00,-157.00,0,424658,12668,-12668,0,419014,20298,-20298,0,,,,,,4804220,4865,-4865,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h22m47.45s,1706976906,+05d05m42.62s,50951726,8796050000,41210000,-40840000,155500000,700000,-700000,108540000,190000,-190000,144385000,5160,-5160,2016-12-21,2016-10,2016-12-21
EPIC 201785059.01,EPIC 201785059,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,139515130000,,,0,,,,,87900000,,,0,7841913,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,3390.00,,,0,320000,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h22m47.45s,1706976906,+05d05m42.62s,50951726,8796050000,41210000,-40840000,155500000,700000,-700000,108540000,190000,-190000,144385000,5160,-5160,2015-12-05,2016-01,2015-12-05
EPIC 201793642.01,EPIC 201793642,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,1537910000000,180000000,-190000000,0,,,,,189000000,53000000,-174000000,0,16900000,4700000,-15500000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,336000,77000,-60000,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h36m07.60s,1740316480,+05d15m07.64s,52521219,23235400000,317800000,-317800000,166800000,2000000,-2000000,127130000,330000,-330000,158642000,8770,-8770,2019-09-05,2019-09,2019-09-05
EPIC 201828749.01,EPIC 201828749,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2015,K2,Published Candidate,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,3351070000000,230000000,-230000000,0,,,,,214000000,16000000,-16000000,0,19100000,1400000,-1400000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5683.00,101.00,-101.00,0,896000,51000,-51000,0,,,,,,,,,,4500000,50000,-50000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h42m37.00s,1756541539,+05d53m39.22s,58942286,21229200000,198800000,-195200000,116800000,510000,-510000,99330000,280000,-280000,117105000,5060,-5060,2016-07-18,2016-09,2016-07-18
EPIC 201828749.01,EPIC 201828749,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2015,K2,Published Candidate,0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,3351569000000,232000000,-232000000,0,,,,,383000000,325000000,-325000000,0,34200000,29000000,-29000000,0,,,,,,,,,,,,,,,,,,613.00,239.00,-239.00,0,0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,,5552.00,87.00,-97.00,0,710000,9640000,-60000,0,,,,,-6900,3400,-2300,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h42m37.00s,1756541539,+05d53m39.22s,58942286,21229200000,198800000,-195200000,116800000,510000,-510000,99330000,280000,-280000,117105000,5060,-5060,2015-12-05,2015-08,2015-12-05
EPIC 201828749.01,EPIC 201828749,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2015,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,3351160000000,150000000,-160000000,0,,,,,289000000,41000000,-38000000,0,25800000,3700000,-3400000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,875000,83000,-67000,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h42m37.00s,1756541539,+05d53m39.22s,58942286,21229200000,198800000,-195200000,116800000,510000,-510000,99330000,280000,-280000,117105000,5060,-5060,2019-09-05,2019-09,2019-09-05
EPIC 201828749.01,EPIC 201828749,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2015,K2,Published Candidate,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,3351360700000,276100000,-277800000,0,,,,,247313225,34471763,-16726551,0,22000000,3000000,-1000000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5628.00,50.00,-50.00,0,857642,45198,-31706,0,,,,,-1800,800,-800,0,[Fe/H],4570000,100000,-100000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h42m37.00s,1756541539,+05d53m39.22s,58942286,21229200000,198800000,-195200000,116800000,510000,-510000,99330000,280000,-280000,117105000,5060,-5060,2018-02-15,2018-03,2018-02-15
EPIC 201828749.01,EPIC 201828749,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2015,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,3351539900000,,,0,,,,,203000000,,,0,18110447,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,4222.00,,,0,650000,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h42m37.00s,1756541539,+05d53m39.22s,58942286,21229200000,198800000,-195200000,116800000,510000,-510000,99330000,280000,-280000,117105000,5060,-5060,2015-12-05,2016-01,2015-12-05
EPIC 201833600 c,K2-50,1,CONFIRMED,Heller et al. 2019,1,2,Transit,2019,K2,Published Confirmed,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,396151000000,46000000,-51000000,0,,,,,100000000,12000000,-11000000,0,8921402,1070568,-981354,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,,,,,,,,611000,56000,-56000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h17m56.08s,1694836540,+05d59m17.84s,59882890,25744300000,323900000,-323900000,147050000,1600000,-1600000,116640000,230000,-230000,142575000,5130,-5130,2019-06-03,2019-07,2019-06-13
EPIC 201833600 c,K2-50,0,CONFIRMED,Heller et al. 2019,1,2,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,396165000000,35000000,-34000000,0,,,,,148000000,14000000,-21000000,0,13200000,1200000,-1900000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,634000,39000,-45000,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h17m56.08s,1694836540,+05d59m17.84s,59882890,25744300000,323900000,-323900000,147050000,1600000,-1600000,116640000,230000,-230000,142575000,5130,-5130,2019-09-05,2019-09,2019-09-05
EPIC 201837434.01,EPIC 201837434,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,697251000000,80000000,-93000000,0,,,,,201000000,21000000,-78000000,0,17900000,1900000,-7000000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,625200,6100,-20300,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h14m17.03s,1685709572,+06d03m39.06s,60608498,23950600000,202700000,-202700000,143310000,1490000,-1490000,115240000,290000,-290000,140326000,7080,-7080,2019-09-05,2019-09,2019-09-05
EPIC 201841433 b,EPIC 201841433,1,CONFIRMED,Heller et al. 2019,1,1,Transit,2019,K2,Published Confirmed,0,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp; Fors 2020</a>,416980000000,10000000,-10000000,0,350000000,9000000,-10000000,0,104000000,3700000,-3200000,0,9278259,330092,-285485,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp; Fors 2020</a>,,5053.00,103.00,-166.00,0,628461,43420,-24858,0,802000,81000,-163000,0,0,,,0,[Fe/H],4595000,50000,-2860000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h40m49.62s,1752067520,+06d08m05.33s,61348146,43648800000,817800100,-788800000,149830000,1140000,-1140000,124540000,300000,-300000,145885000,5100,-5100,2020-11-13,2020-08,2020-11-19
EPIC 201841433 b,EPIC 201841433,0,CONFIRMED,Heller et al. 2019,1,1,Transit,2019,K2,Published Confirmed,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,416959000000,51000000,-53000000,0,,,,,110000000,14000000,-12000000,0,9813543,1248996,-1070568,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,,,,,,,,802000,81000,-163000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h40m49.62s,1752067520,+06d08m05.33s,61348146,43648800000,817800100,-788800000,149830000,1140000,-1140000,124540000,300000,-300000,145885000,5100,-5100,2020-11-13,2019-07,2019-06-13
EPIC 201841433 b,EPIC 201841433,0,CONFIRMED,Heller et al. 2019,1,1,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,416888000000,50000000,-56000000,0,,,,,141000000,15000000,-34000000,0,12600000,1300000,-3000000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,628000,25000,-43000,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h40m49.62s,1752067520,+06d08m05.33s,61348146,43648800000,817800100,-788800000,149830000,1140000,-1140000,124540000,300000,-300000,145885000,5100,-5100,2019-09-05,2019-09,2019-09-05
EPIC 201841433.01,EPIC 201841433,1,CANDIDATE,Kruse et al. 2019,1,1,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,1233890000000,160000000,-170000000,0,,,,,211000000,23000000,-61000000,0,18800000,2100000,-5400000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,628000,25000,-43000,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h40m49.62s,1752067520,+06d08m05.33s,61348146,43648800000,817800100,-788800000,149830000,1140000,-1140000,124540000,300000,-300000,145885000,5100,-5100,2019-09-05,2019-09,2019-09-05
EPIC 201841433.01,EPIC 201841433,0,CANDIDATE,Kruse et al. 2019,1,1,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,1233913300000,,,0,,,,,259000000,,,0,23106432,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,4751.00,,,0,730000,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h40m49.62s,1752067520,+06d08m05.33s,61348146,43648800000,817800100,-788800000,149830000,1140000,-1140000,124540000,300000,-300000,145885000,5100,-5100,2015-12-05,2016-01,2015-12-05
EPIC 201846824.01,EPIC 201846824,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,289465000000,36000000,-34000000,0,,,,,175000000,24000000,-46000000,0,15600000,2100000,-4100000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,702000,59000,-49000,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h47m33.66s,1768902497,+06d14m26.58s,62407166,27010900000,402700000,-402700000,152400000,1490000,-1490000,117340000,210000,-210000,145976000,4300,-4300,2019-09-05,2019-09,2019-09-05
EPIC 201856786.01,EPIC 201856786,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,383794000000,41000000,-39000000,0,,,,,151000000,33000000,-27000000,0,13500000,2900000,-2400000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,809000,162000,-42000,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h51m57.10s,1779879350,+06d26m25.62s,64404496,15542570000,,,141800000,400000,-400000,104170000,210000,-210000,134874000,5640,-5640,2019-09-05,2019-09,2019-09-05
EPIC 201856786.02,EPIC 201856786,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,524086000000,94000000,-147000000,0,,,,,146000000,32000000,-25000000,0,13000000,2900000,-2200000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,809000,162000,-42000,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h51m57.10s,1779879350,+06d26m25.62s,64404496,15542570000,,,141800000,400000,-400000,104170000,210000,-210000,134874000,5640,-5640,2019-09-05,2019-09,2019-09-05
EPIC 201892470.01,EPIC 201892470,1,CANDIDATE,Osborn et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=OSBORN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.457.2273O/abstract target=ref>Osborn et al. 2016</a>,279000000000000,127000000000000,-97000000000000,0,,,,,1220000000,730000000,-630000000,0,109000000,65000000,-56000000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=OSBORN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.457.2273O/abstract target=ref>Osborn et al. 2016</a>,,5100.00,200.00,-200.00,0,930000,90000,-90000,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h23m59.26s,1709969231,+07d09m53.81s,71649482,40950200000,822600000,-791400000,115680000,270000,-270000,98900000,230000,-230000,115629000,6790,-6790,2017-12-13,2016-04,2017-12-13
EPIC 201896171.01,EPIC 201896171,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,891058000000,88000000,-87000000,0,,,,,280000000,76000000,-226000000,0,25000000,6800000,-20200000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,1028000,222000,-33000,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h46m40.12s,1766671476,+07d14m36.08s,72433545,48931800000,721200000,-700900000,134250000,1140000,-1140000,118710000,230000,-230000,133406000,2620,-2620,2019-09-05,2019-09,2019-09-05
